twitter_user_id,bluesky_user_did
254389399,did:plc:reatxkwxwfh2osvbkbxyjktg
714874134,did:plc:evj6r3ltd4u7wfff5uwj7a4c
1.06429604385517E+018,did:plc:2xn3rxezdowfqx7nghqpdcp2
1.19281368162675E+018,did:plc:yjzketowo3yfkfu3wlkixd2m
1.0389298232577E+018,did:plc:wyzv3nyvoy2cz5qrfvz55luo
724205413,did:plc:mmci5ab3to3zs75bf4fjeugg
1.27124993941539E+018,did:plc:rkbco7w2utq2u6vyvwuox53n
5528022,did:plc:6qqjrp5fgv7qcl76fufkffdm
8.21771765940683E+017,did:plc:hkugoujkg437rhlmjz7f4p2k
28037700,did:plc:3q5jczugr7wq7w3bdi7jckwt
3325477085,did:plc:6qqa5pix56badf4rmi5e6z5r
489429310,did:plc:ve3z2hx52zlznebdz3nc3ons
269808929,did:plc:l2pbq52f44pwjiuetg2vmidj
1.03591188500106E+018,did:plc:bxgnagxwj4indvbcwtgq3bct
1.29171149403243E+018,did:plc:6b2es33qsb5lhedkgdbptjmu
942468811,did:plc:wdiuy6bgza7wqi2ipbrl7ke6
1.14696465631094E+018,did:plc:4e5bo43whmdx65nlpxxuqltg
20650597,did:plc:63ntnvwljjgstjsbxsvhwmii
15163329,did:plc:ryqvmdmej4liucwzcqw7jehv
843288530,did:plc:nxanllsnda2w3lxcns2govzj
1.04150606187697E+018,did:plc:4m3zcnamcnkhcdmeafye7ee3
1.24618612023856E+018,did:plc:2znq4lfqe4cj6zeuiequ4iqu
26270256,did:plc:m5n4pjyq4t7zgqd3qy5jbu4w
2940097579,did:plc:wcgcphy5akzyuqy7mqewqspe
22534107,did:plc:37omenthvg6ykk25ue4ebtlc
1611411001,did:plc:py5y7g4cldcigr42o3d5y4tn
4475647522,did:plc:apw5oj2sravjfhmubeeiepb3
583417355,did:plc:5ctsf42gx7vp5zuq54owaaqg
2230417592,did:plc:kohygwy7f7mhkbkoc423er7o
224263445,did:plc:ehqu5cy3blzsc4r3fcvwl3ta
384534865,did:plc:jlosmzr46f4tw6fmtwxa6jd7
14239982,did:plc:3nz77db44xoljfpdov3kf6wo
1.29173952588297E+018,did:plc:jey4rsm5fkdvne7lirjjdwqw
14593296,did:plc:pmykf6goq2ucud752atbjhfv
20579144,did:plc:ctlvebhyt46wr5zr3hspq7sz
17857666,did:plc:wean3hgthlefcssbschwazgb
21283898,did:plc:gyyadbjigmxuqvko5mawwpxk
17172503,did:plc:f652h6qglcshwylcukrhdoev
24809936,did:plc:le5alqokvlxo65jvljdkras5
9.68266618936574E+017,did:plc:xoqaukqhoht3xq3ubr4svrjx
19702547,did:plc:ifpzbxv4tqigkw66tz4yrojt
1.32117716674749E+018,did:plc:cc7tzd4bb5sh6d5taioq256d
15457347,did:plc:sfom6aarbv3s2cafbup3gxhs
326474988,did:plc:blmee3sssscqkd6edrs7dbh6
2516940949,did:plc:w4qlrca7t3grlrdkomo6nhrr
1.03952393683527E+018,did:plc:7mjbn64fshkrr6fr5uzeqzrs
15033521,did:plc:zpbwbprlydhj3d44pqx4balm
352122880,did:plc:7cffkosuv6pkahh6lv4ltqxy
16846036,did:plc:bniwl6bjsocli6idlbiqbvsk
492445203,did:plc:eowq3xanibbwpsknpikxubon
21807287,did:plc:jpqqc665lkice4c57yxw5qf4
310644339,did:plc:lornczv3s3h5wgzlgj4agbow
10007732,did:plc:gfrhdhqfnks5fjiwqo6ub5ws
151274219,did:plc:zn2ouwdwsmgpw4jrl6npntcc
756685,did:plc:iejh7dgutrlf7czxs6zlyjni
1.29134512784414E+018,did:plc:sgsnohmxl3uqcnebjhwklatl
362191186,did:plc:oaiqbq6wudwsdtnk3dekygsb
387722802,did:plc:7uqo7q5jq7kqfdwz2e624bdr
8.49809548730917E+017,did:plc:y4cdwolmryehrkfrf5vux5ox
363209173,did:plc:zv6awumphpnliblm7nlqs572
319397857,did:plc:l46y2olvlpsghpz3o2wncziv
40761277,did:plc:wnsqqq5zodh2oe3gocqk2yek
8.65316879707099E+017,did:plc:6ykajndqngy2kxozo37mpsgc
205595494,did:plc:lvlat7vxe4h2dvdo3rk7wi7a
1.01214197160174E+018,did:plc:nhjecplihskfigzmschxbdmx
22010685,did:plc:i4yqih65sftboupjwcnegqea
1.10111617209379E+018,did:plc:mctinibijuqzuyds2m6p7hmq
220232833,did:plc:xvbzutomsidtoj2bpq6xdf7l
20571412,did:plc:cs5cxezszvhm3xlhiezbrfdq
1.11279893161076E+018,did:plc:abv47bjgzjgoh3yrygwoi36x
9.12332136266559E+017,did:plc:xqllb247h7t66ol5ip5w6zmy
1.03885047292329E+018,did:plc:t2s6giyjm6brni4ww4jag4g4
805991,did:plc:eftrvqjyyb6zywsz4pgnr3ai
30390155,did:plc:xmskb4jylfyolkzlm2u5izua
14170609,did:plc:l2bvvzvzohlmhjhaezxmlfgm
14236433,did:plc:drr6gzqns5e26qa2hrjz2v64
19093889,did:plc:4tfafzvpnrh7he4au7vqrvn6
829901016,did:plc:bxkwoxi66ckl6pt5ty3nck7n
499449485,did:plc:mgfa5ffz3mqh2kd4sum2giyq
23988680,did:plc:66tx33xxnonqttrig6pdbyr5
58413196,did:plc:ed63zp3ko7gvx6cfpxko45mo
15463198,did:plc:2oqctc7s64cbyyvocaexjg5h
75945675,did:plc:sy7pnglkcbzal5d6ro7tt7nh
3149277867,did:plc:u552kctjc5rj3f37rsobucvz
181997463,did:plc:5zkothj3b7l6qgsacubxhhf5
128927497,did:plc:ovjbopdq3qtw4tvgewpthd74
601183344,did:plc:ryvfkazxr7cmxnzsj3q4rjal
8.23121807859479E+017,did:plc:rrmmrpc5jxngwdvr7ihat4eh
2431121389,did:plc:5ygoi5ana4ekdhjpvtdd3bde
1935825170,did:plc:3wvezghxc26uycj2riyjzbbo
2367111,did:plc:ere5wgaqgjuulhxqrqba5j6f
9.72749862222508E+017,did:plc:5rpzbknunw2goqohqjrrfaxy
285769121,did:plc:tapp3xwn2zexrudfsy7homs7
121932886,did:plc:tco2n7bkwxgytivlfjxlx4c7
9144222,did:plc:dz3uaey6t6ss27zn4zncato2
8.31535807869702E+017,did:plc:k2om7iatuv4lujybpcgddtzd
2245810146,did:plc:ithukincs77xshi2db5khogz
183768003,did:plc:qfmd4wnpiiej3oiijvy63fyz
62538284,did:plc:fxey7k3cv5v7tgir4kwv32v7
1.23051831034251E+018,did:plc:gbbu3gzzvakdfeg7fbm7dkpv
21162492,did:plc:sckby2s474b72rruy65ida7z
1.080323416476E+018,did:plc:qfoj4z2dxdnodnz7f2u45pi7
1290087547,did:plc:wyjxoqe5elej4b5gqgo6kla7
91237796,did:plc:vg4sw4dkch6m2exupx5vcil6
1.23739404796824E+018,did:plc:d4lwoptq7yldf4jbjnpjoorn
123151428,did:plc:y5vcpbcls4o3d54rnw6iqtln
50193500,did:plc:hu6pvp2lzmfrefcjawnqy5cx
551604536,did:plc:xgyds25birj5mui544tp5g4y
17840169,did:plc:rvs3lwvwgpod5dakidzdpsfc
84442843,did:plc:fl7cht3r2duibk7el4vx2otr
2204329609,did:plc:jg2o2oiqeg4sjcfmh652y674
1.05809072137331E+018,did:plc:qkumsr5ledf5delprguh6hqw
16614829,did:plc:hvsyvsc3kpfa6x45d7wpmg52
17376405,did:plc:wvk2gm3rncksveggyw7bkz27
1246428841,did:plc:6kthsraop22caoi52phkvjsm
1480211040,did:plc:2nlkoulwchwszvdphvczbgoz
7.27280254553727E+017,did:plc:k2hsol25r6dcbfh5b4hrkxvk
2670307002,did:plc:pqbshxmbmejoswrxsz567is6
264050862,did:plc:phuposic5kiottuwm5iqqp2l
1.27904227493299E+018,did:plc:ldv7gbrnwo3n7y5pwdmbrw6v
22313263,did:plc:s3sisoptdedvn4tp5xfg2dqe
22455367,did:plc:iunx5vwylsklglrg2gim6izb
9.53320723564646E+017,did:plc:23heq3so6hjexfzi32yjn2rx
9.46456427656184E+017,did:plc:ajkv4avb4ttr6cks575toeil
3230343404,did:plc:yeajw77g3od6d6wvapypb5h5
384985651,did:plc:dkdex7ssiuzqpon6utk5llem
119120672,did:plc:ed4ywpcurakurzd4dbnurqrx
1.22728569802323E+018,did:plc:kootvbbszk72i6b4dkgsueko
63517561,did:plc:hegqbxwc5n2f7hgn66br2hm5
9.59515530347647E+017,did:plc:lqflk5pfbjpt7aneka2javrd
3298931,did:plc:pmhczf3sepphp4zvvyz42jib
9.48003288666034E+017,did:plc:3ku7khh3k763h3czdy3s3cw3
1.11917056561555E+018,did:plc:kjsl6b5t5klf5cbtnkyxq3ar
46836666,did:plc:mejot2rqy4w37hcbbl75hdjp
9.39368383836864E+017,did:plc:ssszh7qss5htjbxq62bjlnwm
8.31950042898379E+017,did:plc:pgprjdn7xdfeuop7fyhygd5m
36065775,did:plc:lukp3bgr2vebdka6sf63xzhb
1.25597716437928E+018,did:plc:vsxhnmotuvy72cckvrscmr5r
299995646,did:plc:ngihhea6fp3pn24gw2wv25ki
1.53717565799367E+018,did:plc:4ngcfmuvh3myvu4z672ee6fz
104736190,did:plc:72reohtumo6x3q3shavvsdlz
1.11353701499187E+018,did:plc:aafu2obqgacr35g6qtukyo6l
2245491202,did:plc:dbcg3yhi6xcjrl6bbtjazc3p
14235801,did:plc:bovemqmdmjpcwfssipwpmjmy
22035104,did:plc:idyrnvsiv5nond5owlv3tspn
17549362,did:plc:anvmlnp5muqmxqjudfstdueh
1.02630749508867E+018,did:plc:apq2syjid6i25t7orcxar33a
616703671,did:plc:mhhpqasnlg2hvmjx5uundqss
21676243,did:plc:sxnktcgcqvmjvuwjhg5tmbdq
542762078,did:plc:wi5w6o3mlwywdjmn5euphmy7
14529356,did:plc:bptolm6kjgtmbo5znkyefcpr
153875560,did:plc:46b5wvniwuj4anq756zsbjuv
623706361,did:plc:zs5tjibk2zbrbnuhzbunsdhc
1414834250,did:plc:vktpfrkufa3zd3amcpleaxh4
225296848,did:plc:5amvkjhxd5p6qrsmtuvcpgol
595155157,did:plc:jwjuoetrnzeqz7eic242tf6k
1.38177186073249E+018,did:plc:my3dl2xv55hbu33x75pzqsjw
309402169,did:plc:3ne7ltescqujvlyyppzlbbyh
13452922,did:plc:xkgokneb3dqrgv55j2yxxont
7.95768272754975E+017,did:plc:4x56yf4tlt6mcjqbsgsj4uuv
339120276,did:plc:kcoc7rpgnl64m65ozag34e5h
1445533303,did:plc:i7p4ztdlbge7juytdyz7urp4
181604841,did:plc:ddybcwkmikirgaev2bmwzb2l
1637005615,did:plc:ajzepazq7exqi2d5b4xev5k4
33300955,did:plc:rj5f7f3zjycyk47vi5ifh2u6
14784837,did:plc:y2xhg5j2gjzgvixcszv3m4ff
22409464,did:plc:b3sly74ijecchyebycy6gtgq
7.45023029458182E+017,did:plc:74rhp7uria6jeojgpaddvubp
3698501,did:plc:lxqcjguo4rxiamqy242jslda
7.3276658667153E+017,did:plc:z7wkrqwdxv5q3nyhcanzd5ye
377130418,did:plc:6pnt35bcoeetvqftfy6l7cvp
2161042754,did:plc:u7u663ga6hvc6ohhnj2em5qx
63303159,did:plc:hpweuxc46j4uqsscqdpcwyog
226322191,did:plc:vunergps3j6jcir6wyoorhno
327598283,did:plc:tqehe3dihlcygstgqdpvdn4x
3761848873,did:plc:gnjtflp4e4m4gmgog6sjj57i
42444074,did:plc:a3ybrbabfw4tpq3jpyii4slk
262708501,did:plc:rxegjzjbshknevobjp5ugl2o
18629282,did:plc:nqnegha5wylknoqd4tnuv637
180395309,did:plc:q7kbuf4uu5tllhk3ov2vfbaf
8.98362330202984E+017,did:plc:ywsbv3m7xb35vpccxfiaspe5
75514027,did:plc:7w24pbycm6ywqafx23gcegze
512837961,did:plc:hxfktutk2pva5bmvr5nedlps
1.00116489019366E+018,did:plc:sjvbrxcuj3bkmrns3lig5sac
185496159,did:plc:e6abwce76rx6dkthgxjuekcp
8.59481429335564E+017,did:plc:apofsxvbxahpre3jd6bt7wxp
136336366,did:plc:usnvvwi5rmy7zcqz65xbur6v
2275821,did:plc:6unypvlzzvqgizaa5uibft3s
31587664,did:plc:cg2fcme7nonfcdyvgp4edina
30235089,did:plc:lqyz7mphoyb72d2cqejbvruv
9.74477243773694E+017,did:plc:ykv6ekdxhvbkl47cahzve25t
2188116758,did:plc:k24pzhyha6e2w37mdkruz5qz
401715612,did:plc:6dnqgzqi4kcrjhfsazfgr3o5
52562459,did:plc:a7x5sdes4dr6p3sf3s6b3c3z
14089431,did:plc:bbl3r5bxo57pn5mw7mttuema
1680722635,did:plc:yrinrgrf7vt5uiuakglvk7my
61236914,did:plc:vfbrb5v6s42xwall3f5tx54m
1.23237093018741E+018,did:plc:tru2hgeoememenn5xnsl64on
1.02917573718465E+018,did:plc:vydlrszwt7iydpymcpytucd6
116500517,did:plc:bvqyf7ytjqxpmfjepul4enqy
273246550,did:plc:4fkqieqkc744d6ek5polsw3o
22777733,did:plc:76gfwf2ml7j3djr2gabmwags
26826998,did:plc:lmvcjs5nlu7ncioiadas3soe
8.46846981314089E+017,did:plc:jyj7y6zm3kdfddwbziz7ixbz
15031712,did:plc:yz7qxsyoyfhguozo7hfiuebe
2304100705,did:plc:saqzqcndhpqdc3gk22f5slke
1.54556280610325E+018,did:plc:scz2tvk4n6hbmmvi3ndd6cso
196685253,did:plc:ve2sqyad5mfgtmtjm23pcdo4
1270758145,did:plc:zijqvcafgixq55vpmu7atl2g
1.37768548448746E+018,did:plc:je6als4ctowc4e4f6ikr3sde
1122875432,did:plc:5thkfym74bqggxv4cdb7lzuw
2805685746,did:plc:pj4qxqafdbuj7udh2ttdtprh
1.31563561218412E+018,did:plc:usv6x75xivotsmsy4vw7zcyx
12689052,did:plc:yur4tjudoa3yniwtl5tbkv3z
333488499,did:plc:trzfyimjpvosplhtdx5kgdrx
1.40768745246309E+018,did:plc:2tswrp2pobugyvbadw72yb7d
1.10734707942328E+018,did:plc:dspfs5zv63hlfhuyaxzt7z42
1.08339242993023E+018,did:plc:xk6czwh7cebiogsyfaquzzfo
364501010,did:plc:2kpy3ef6lzxsa4cwyk6rvo6e
54650049,did:plc:6eao7ypiulufe42s5cryvp7t
116292493,did:plc:d4ad7us54sz4kq4dfa7sklp7
55844245,did:plc:5xwc2gblyptycyyw4fd6qvcy
1.1848078632539E+018,did:plc:pm36ioep3esbuajurdqon3qf
186178202,did:plc:cz3trhzcsimbfzloexwymyqr
8.92151661975798E+017,did:plc:5nsqtetgqfllsokk4jg32vk3
1324110907,did:plc:qwp7qehv4ktzsxrwdqcqrkld
1.16869580883483E+018,did:plc:klcnyr7czbr5zzvoepujtbfw
20959178,did:plc:gylgo4o5kqboi6ohyswjv4pk
48303563,did:plc:iqbt24gte3yy4xirk2fvik4p
14227783,did:plc:hcq3w6fvco6oycpqh6i46zoo
1.22600270753587E+018,did:plc:34x52srgxttjewbke5hguloh
512807128,did:plc:dvknrp4575ugmeaizjg2dbyy
164776687,did:plc:jewyelezgu6fvfa6vnnb7oxy
4085221,did:plc:aakho7uah6oavtf4lfuzcjze
41032287,did:plc:i6lafilxhq6o2547yebq36ye
18312089,did:plc:jgv7nr3fjrbqnim6g2gq5y5d
1.22154980849579E+018,did:plc:ayctrxu2l23vou5ik2heempp
360622787,did:plc:uu4ukzzc5x2sx2o4cwpuphrm
26457118,did:plc:5cerxowkkmur3lwhiy7mi5yt
21946225,did:plc:5o6qy7piksgmc5cukcpda5ji
1707493057,did:plc:zvgnw2sx5gvuskf442p4f27o
15388148,did:plc:zu6n3sjvw52if73o5dsxms5m
2453483250,did:plc:elypfjlxtml7nkb5eb7rohjb
855058291,did:plc:rltle7zxnu2vvtt2qromywmo
2465438521,did:plc:6gzpl3tqsrhmj54h26hgajs3
8.79715313486639E+017,did:plc:wwnlcqtnggw2btpf5vumw3yg
16840664,did:plc:th5bdufvz6uorujhrtpm35x7
15331177,did:plc:65yo7ynzcyp4kpwsienyukrz
40144041,did:plc:lq2fl45gagplatupb5ic35fq
248732292,did:plc:gepnxlm5dsqumicjpedxlpig
9.96196106580067E+017,did:plc:wmtx666ouw35fsr5na5gus3w
8371252,did:plc:jhhqkurzpzo46vavpdafpui3
8.89588036010295E+017,did:plc:slyqj6423gpg2exa2btjnmdz
18959371,did:plc:pshjurelgwofkra6reobstn7
16160624,did:plc:2hnpt3tr63qi7zivf3lfsdmo
13523322,did:plc:tk4pldztmrp2jfcn5z6t4fld
7.53409672078565E+017,did:plc:acpfere2wwnxa7335lsclwoh
1.05842079730656E+018,did:plc:wox5djpdfbcpbeeu6w5bnv5s
7.3283739386318E+017,did:plc:ticjobv2x34lcduwziuotpbd
2524331797,did:plc:poz2qitltmshsgutdfjsqy4l
386133956,did:plc:ji73lifhwld4dpm4mpejfjwo
28692014,did:plc:u6wb2jjhjjggf6g7gubzlu3c
1.0580582644438E+018,did:plc:p77berbptmgwauriu5icwp2j
63813253,did:plc:gszztv2jx4at5bpfug62734c
2502754673,did:plc:pfvfptbgy3b3jfes3bgkbbxk
7.15544253821104E+017,did:plc:ykyg3euc2cqlk3ghtq44busd
1.13096185393957E+018,did:plc:odgwu3ptwjfh4ltrc3paxvxt
3044955388,did:plc:eixfiy3nccgbus2nwshac4u5
4716126508,did:plc:p2lkhyo3kk676aalb2jlwew7
273829582,did:plc:lyyzrygr2kzgotpai4fcqdwl
1.21329259029391E+018,did:plc:utg3k6pbl7cnujdcwu7qctsv
9.62057025193587E+017,did:plc:exh3z66ir7tlnhliljysu7ml
3104819388,did:plc:grwjopcjxkmayfzemseflwwt
56613768,did:plc:2v7vdkdaturplgtqkhkxri5p
22648402,did:plc:7pscn5c2xkihbg6uej6mo62z
281600173,did:plc:j2uuaqdn63hamg57ghqzoqxz
14532773,did:plc:mydcqdzttul5uqc5vrrec5cq
1.01805601243E+018,did:plc:hjtkkrb74corfgcdkhekt3gb
63799454,did:plc:2qxlbosxsyjjqxq2lih72wsf
1.06999097353769E+018,did:plc:cmadh7otf6iqznswvilphfko
9.18158958929461E+017,did:plc:tbbj7svix3dy2q7buwlkzrxo
6872072,did:plc:rlyz6rw557fpvagupsww2xle
481489423,did:plc:wplpa5egwmxhrd6r5moiuyz4
48635751,did:plc:mjnrn2c6uvbipqfildgjl5xm
16709255,did:plc:x5yvecq27wcdvf5qxdi4ru25
25901162,did:plc:mgmvlupsgddgefvvzyocuf67
4845940997,did:plc:cunrdamidkn5yimodynbj4sy
42529802,did:plc:joxuj5d2is6fs3g6ss4vey5e
35411984,did:plc:64owr7kbsqtqkwmtoytyweil
1.02832208469764E+018,did:plc:scy3rnquwrlmfj6iyo32betc
1.01357415758453E+018,did:plc:6ted2un2znnnoiijleiudyp2
2595341719,did:plc:klichikguavvlqjqoxttb3vi
2853292581,did:plc:ciqjokgejtgehjtydvg2m3xm
94648321,did:plc:bau7oelrm7xsd5dlwd6o6bz5
27730813,did:plc:n7zoecnex55sb2w76kk2o4nv
1.18271770120397E+018,did:plc:fscbdmrjprzpx6oy4mjcumpz
15440286,did:plc:ictomsyuj63jvdm2cv2uswzz
103982311,did:plc:tbmc23ytfnwrldlqvzncth2o
200244664,did:plc:xf6dtqernejyzcdz7v3qeltw
153856511,did:plc:t2gs564lv76a5ht55znt4mnx
3041768317,did:plc:khnjgjjamj77mi4rhf6paysv
1.12958864252199E+018,did:plc:wyceperrwoan32pv5qzvy63z
54055347,did:plc:otewbs6g73xx2m4pzgbxcvfg
281773211,did:plc:q64wobtmyyrwzqtzzza3f4uv
292490806,did:plc:ix25omtpgpxcf4ofhkvwi3i4
1424899820,did:plc:bkuwrece2jdcpzweo7p5xq77
67699236,did:plc:nmvqeslupjciax2dd7ht2s2l
8.52007658156458E+017,did:plc:hifnwob5j3ruqdsoyqw5q4uy
31108470,did:plc:3shjei5qlp34cygusjrkh6mr
17803555,did:plc:r3s7p3jbks6jkq7tzz2y47e6
14053603,did:plc:ekakc6ukwom6kbkhttmf5iot
25028483,did:plc:xv5iijw6qkxttphnumfxtahl
3008322017,did:plc:vfrutbezus35tdgurrtnjahd
475906106,did:plc:b5xl4twuzw5emfeeyt3q2wam
22873606,did:plc:cii5p57ebly7hsafiutgauzp
10198822,did:plc:7baosnn2vl3uqhbvkxxmrpuh
21934122,did:plc:hggrgx7xz7mpe4o3ndorblby
9.19405176385102E+017,did:plc:tf4fco74qc6nxbp77t43lwkz
8.89534367353242E+017,did:plc:agt2e26s3vkosczg4j74wdyc
995851538,did:plc:cp66aywkxszwp2agmmvxolgv
115792387,did:plc:mzd3irzjwqyazrt7s73ljzmv
759186,did:plc:ss7my2d633xvutojmlia2kbr
39221095,did:plc:qxgitxumizw5bn3dpbtpjxsu
16415036,did:plc:xdrb3zufwhekozyb5uld7bv7
3572757192,did:plc:tpmhavzohpeig5navcvguc4j
1.30728131058772E+018,did:plc:rwenlw3xpvvb3sacev2wg4fy
16651774,did:plc:yfirzrvrggm2qjmxb7t4z67k
26122300,did:plc:guj4gjc6yuliyzxwvcjt3gan
1.09082415928494E+018,did:plc:4p2oysmon7rfuu7h5g4xtvzx
25861440,did:plc:by7merh2mc422fdqkfs2glos
355376897,did:plc:dgq3ao2gl3qr6iwijcj3ltmz
1.10743649085689E+018,did:plc:jn2c6bcr5rcwlmfcfn5k37sm
12255442,did:plc:g2qnt6hojwnuwyrrkkaixxhg
59080032,did:plc:j4pnnlh7oj6zjw34bv7huk2n
24383455,did:plc:xmtaueiyfslo4bewjcpdcp76
3036404074,did:plc:oigmhvb2ujtirsabyz2a6igg
163544781,did:plc:xojw2osevop55a2nqwxfmgab
8.51096468727493E+017,did:plc:twqpox3wrt45bcovc4hxco7v
1959701394,did:plc:rsnrq6xmztkrv3n6a2334jiw
20574326,did:plc:52yrufslecupzq7cchoxp2a6
15338525,did:plc:mb5kbml6euwv7yubdb7zmroy
1.18934349785518E+018,did:plc:tpyynkuxkzlkeh67dkie6nsa
1.02220422353727E+018,did:plc:akj3n672tex47xi5zx7qt2xu
2176354829,did:plc:ksltegtrtfqfkwzwpccvj3vg
16478410,did:plc:g2ps4tuk6srs7lm2xunfrdjq
1.08493795577538E+018,did:plc:vjuvfegg4iqwwbdnc4efpwoc
4773305188,did:plc:fgomiqv5zm26ubqoa6d6astk
1.4283890407898E+018,did:plc:rweeaxhgjih4774gjibrky3s
281809392,did:plc:fah32xiwtci2mo2z235rpjoi
146990633,did:plc:tbdil72s7qe4goucu7bmolvx
2357332807,did:plc:fo3evj4sxn2vgntqrx2ynbe5
465836592,did:plc:5m623qzgcehebqzjsecbna7o
1.34789029460439E+018,did:plc:3bmfbtfglo4wsvikx3axzyt7
14169740,did:plc:dopd6gqm5ho4uf67v7gs6llq
336219347,did:plc:rc3djr7oiu3g77grat4jhzpa
13010212,did:plc:4yejhfkl3tumnddnl4lqkvsa
2178381,did:plc:qngezsuwj4yp6vz3rcr6aa4q
1.19748138117503E+018,did:plc:3xjwldy6gyzkdwvpnh5cspf4
2215842863,did:plc:dsavnhxq227j4jazy2lt3hx4
14978234,did:plc:uhhtoaeqm7nssmw5m3omndf2
3947737093,did:plc:szgi4xxzb3ncutjbfh6zcew7
16212768,did:plc:uhfoebytzvplyk2wayz7smoz
9.55811266584556E+017,did:plc:5j7o2wzzpxbshkkb245icknz
7.53292415251853E+017,did:plc:ksolpsjhv5bz3xzuixrbgae4
20115368,did:plc:ocakzaba6tjbfny4fcwoa7p6
19986202,did:plc:ygpwz6bwxlgnfctobxn62txz
55586541,did:plc:6w6sdvcwroeis5ftvixx5tby
9.60012569808392E+017,did:plc:o4lgpcadiowuh2wgcvfj5yzu
2695614038,did:plc:i6qhklvljzjsclf7szk3oewm
9676232,did:plc:kmpph3qkr4nttcwo3e2fiqrn
77931813,did:plc:m6qnp744rzer5xf4zmmdknad
1.32351614206606E+018,did:plc:lxi3fxcz4thwz4zpn4x3dzns
35916529,did:plc:waqpcaqbjmckvjfpy63xusp5
18050721,did:plc:maldz2avjwc65hpb3lmmo7ai
19780916,did:plc:g7hjslpwyslpsw4pwf4af4v3
19064584,did:plc:ggj3usizp5nkal62vkfcqood
1.26788286679867E+018,did:plc:22rlcgdxp54curwgdfywqaqr
29599172,did:plc:zhkcqawi3x42rwdcnlcuf3kq
7.17455633331556E+017,did:plc:ymweb7yttj5nirevdsjiaq7e
12504422,did:plc:cjv6id5s4uubdnhesepki3rn
1.35205082757E+018,did:plc:ufuc2pbrllbma2kxvqk2isar
1038359700,did:plc:fihqkap5s26jjoggfl3mi63h
8154922,did:plc:ipvsnvdezybigfo5rbtayb4w
17298036,did:plc:iyujw654xfc72z3nrkdfcbyg
6034922,did:plc:n3zotopysih7jpvo5twgicbn
88539072,did:plc:yrwmk2dq5o6ncmhbx73qtcjk
39778550,did:plc:heykoweolgfih4bklqaunwen
8.69991000562946E+017,did:plc:56a377zhb732e7xaw2iotj7j
37835162,did:plc:7cxlatpcldbjz7rcsfnqjwie
62836949,did:plc:bkifcwnxscvsydc7getsnfz7
1131489072,did:plc:thfisjjykndt527v2zgsfe4m
3606329592,did:plc:6vqeghjslrmslglksg4y2rsp
14153382,did:plc:wwbgjlnzkfs2ic2ed4hzrnyv
9.33408250661183E+017,did:plc:ah3j3in4wblokt7fjmuckomu
373214555,did:plc:p63af7groocxq6mhwwmbfpzw
1.23486949498993E+018,did:plc:zi6vqnjderpa766p7rgidjky
1204231321,did:plc:bln4loase2zucx4x7dwqqjlg
4199896573,did:plc:dgmwhbtcjbexpq3kzcs6qgyq
22233184,did:plc:lndl7o4hdoekcg4ekjxewczo
16008617,did:plc:oonxdr2tiohkforlk3w7t2x4
1.2580921590242E+018,did:plc:pqegbmddhpq3kexsxxf6zvy4
2471800384,did:plc:uw36mqf3kfgul5pldnorkuqr
4194041,did:plc:6s3j4suji3tbjcaemvftbvol
13507702,did:plc:c4kn5enx6osvnc4puemoyp7h
176287481,did:plc:2tpacw3w6goku24p2on5ahzw
49347811,did:plc:ihl3jxoclhqzjurdhbitgx65
1661648348,did:plc:3ihcqgn3bixfjzu42uyil4pz
265808511,did:plc:e5mwi3s4vljgbo4zzhdsfmin
2928670401,did:plc:4ywalo7sakyjd4hdfvnpi5l6
492964513,did:plc:ggnwmib2heeekqrq7clowmpv
1.50438692534351E+018,did:plc:k2jxtepj2ekkizv62gi35b7u
8.39318427009417E+017,did:plc:qexe44h5jjj7h3kve3zwcser
6151002,did:plc:2rel5yeugrci2eacsbpkxcxh
1757362856,did:plc:ddzyulota3evwmnqri5lxs2q
30758297,did:plc:xq2ypilyk43dwrkuiukiq47l
3373621229,did:plc:i6xoe2wgsehl2oj4hk44hvxf
1.42056354332634E+018,did:plc:akiokecksbdgjcyany35zapn
19888144,did:plc:j6d4tllc4kbcpa7xpizi274p
4270332192,did:plc:a42dtserwtpmwvsphflu7ej2
2478456674,did:plc:sw4qch7bmjp3qxlmmvtva27d
1.12614093834942E+018,did:plc:46hikehysrvrcfcxmlm5bd3l
1.18530931537001E+018,did:plc:6v2o5ui3uvkfrvfbhxr7wr5j
14856334,did:plc:n35t2carpjlxravnb7j6v7dd
1.15699364262572E+018,did:plc:nyroidqlkfew26n66pbvg6bb
14891585,did:plc:wyg3ad7za7ynwab3xx7kbks3
31047448,did:plc:ujnzaremerevxbc67zfjelcs
18344654,did:plc:tn5pkgao2no677xheibwdvsu
1.06598847209848E+018,did:plc:cnddqp7bdwbst24lgiax5kbu
294911624,did:plc:gnwbdo4ukzrdgctlq4h6kjyy
107936566,did:plc:axr5rxytgxqk5lh6rbizb2ci
19317636,did:plc:zdzzsm7ezij56ztsip46x7gc
65215093,did:plc:pqvtsw2lmzwcpmcgdfcljpbl
1.23890553008682E+018,did:plc:3dr5sg7korugsrf6adwpau7n
446604515,did:plc:yqhxs63xlzuk4nyzw3idz5b2
1.45692343848926E+018,did:plc:5iqtme5ib4euz4kkam6rpljw
15778938,did:plc:4wpzbzsuggi3og6gqbkpy2b4
